movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Nebraska , Black and White,English,USA,Adventure|Comedy|Drama,R,aging|billings montana|lincoln nebraska|nebraska|pickup truck,Alexander Payne,Devin Ratray,Bruce Dern,Will Forte
Tales from the Crypt: Demon Knight ,Color,English,USA,Action|Fantasy|Horror|Thriller,R,blood|blood of christ|demon|key|loud sex,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer
Max Keeble's Big Move ,Color,English,USA,Comedy|Crime|Family,PG,bully|moving|principal|revenge|school,Tim Hill,Noel Fisher,Amber Valletta,Larry Miller
Young Adult ,Color,English,USA,Comedy|Drama,R,car damage|computer printer|female band|fingernail polish|narcissism,Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe
Crank ,Color,English,USA,Action|Crime|Thriller,R,assassin|cult film|doctor|heart|poison,Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo
How to Be a Player ,Color,English,USA,Comedy,R,breaking the fourth wall|doorman|friend|party|sex,Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies
Living Out Loud ,Color,English,USA,Comedy|Drama|Romance,R,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein
Just Wright ,Color,English,USA,Comedy|Romance|Sport,PG,basketball|basketball player|nba|physical therapist|therapist,Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks
Rachel Getting Married ,Color,English,USA,Drama|Romance,R,12 step program|friend|maid of honor|tears|wedding,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin
The Postman Always Rings Twice ,Color,English,USA,Crime|Drama|Romance|Thriller,R,adultery|drifter|lunch wagon|murder|neo noir,Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos
Girl with a Pearl Earring ,Color,English,UK,Biography|Drama|Romance,PG-13,17th century|girl|maid|painter|painting,Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson
Das Boot ,Color,German,West Germany,Adventure|Drama|Thriller|War,R,duty|submarine|submarine movie|tension|u boat,Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer
The Alamo ,Color,English,USA,Drama|History|War|Western,PG-13,army|dictator|general|texan|texas,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà
Sorority Boys ,Color,English,USA,Comedy,R,college|cruise|drag|female armpit hair|sorority,Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams
About Time ,Color,English,UK,Drama|Fantasy|Romance,R,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan
House of Flying Daggers ,Color,Mandarin,China,Action|Adventure|Drama|Romance,PG-13,flying|flying dagger|government|police|secret,Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang
Arbitrage ,Color,English,USA,Drama|Thriller,R,accidental death|dead woman|dead woman with eyes open|death of mistress|manager,Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey
Project Almanac ,Color,English,USA,Sci-Fi|Thriller,PG-13,found footage|teenager|time machine|time travel|video footage,Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia
Cadillac Records ,Color,English,USA,Biography|Drama|Music,R,1950s|jazz|jazz music|sex|title directed by female,Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard
Screwed ,Color,English,USA,Comedy|Crime,PG-13,chauffeur|disorganized crime|dog|ransom|slapstick,Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley
Fortress ,Color,English,Australia,Action|Crime|Sci-Fi|Thriller,R,escape|future|population control|prison|prisoner,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.
For Your Consideration ,Color,English,USA,Comedy,PG-13,actor|internet|make up|publicist|purim,Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.
Celebrity , Black and White,English,USA,Comedy|Drama,R,celebrity|journalist|lesbian kiss|strong female character|tv producer,Woody Allen,Melanie Griffith,Aleksa Palladino,Greg Mottola
Running with Scissors ,Color,English,USA,Comedy|Drama,R,alcoholic|fame|therapist|writer|writing,Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk
From Justin to Kelly ,Color,English,USA,Comedy|Musical|Romance,PG,bar|florida|love|spring break|waitress,Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen
Girl 6 ,Color,English,USA,Comedy|Drama,R,actress|neighbor|phone sex|queens new york city|sex addiction,Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol
In the Cut ,Color,English,Australia,Mystery|Thriller,R,blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo,Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner
Two Lovers ,Color,English,USA,Drama|Romance,R,jewish|love|married man|neighbor|photograph,James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers
Last Orders ,Color,English,UK,Drama,R,ashes|butcher|friend|friendship|memory,Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild
The Host ,Color,Korean,South Korea,Comedy|Drama|Horror|Sci-Fi,R,daughter|han river|monster|river|seoul,Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko
The Pursuit of D.B. Cooper ,Color,English,USA,Adventure|Crime|Thriller,PG,escape|jumping from an airplane|money|parachute|ransom,Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason
Ravenous ,Color,English,Czech Republic,Fantasy|Horror|Thriller,R,based on true story|cannibalism|captain|mexican american war|u.s. frontier,Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette
Charlie Bartlett ,Color,English,USA,Comedy|Drama|Romance,R,drugs|high school|prescription drugs|private school|student,Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis
The Great Beauty ,Color,Italian,Italy,Drama,Not Rated,genitalia|male frontal nudity|male nudity|old age|party,Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi
The Dangerous Lives of Altar Boys ,Color,English,USA,Comedy|Drama,R,book|boy|catholic|comic book|friend,Peter Care,Kieran Culkin,Michael Harding,Jake Richardson
Stoker ,Color,English,UK,Drama|Thriller,R,death|hitchcockian|psychopath|sociopath|vomiting,Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine
2046 , Black and White,Cantonese,Hong Kong,Drama|Romance|Sci-Fi,R,number in title|train|woman slaps a man|woman slaps man|written by director,Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung
Married Life ,Color,English,USA,Crime|Drama|Romance,PG-13,bachelor|best friend|divorce|poison|widow,Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber
Duma ,Color,English,USA,Adventure|Drama|Family,PG,africa|bed|boy|cheetah|south africa,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott
Ondine ,Color,English,Ireland,Drama|Mystery|Romance,PG-13,celtic mythology|cottage|fisherman|irish|selkie,Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda
Brother ,Color,English,USA,Crime|Drama|Thriller,R,gang|gangster|subjective camera|written and directed by cast member|yakuza,Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta
Welcome to Collinwood ,Color,English,USA,Comedy|Crime,R,boxing knockout|heist|implied sex|keys|prison,Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli
Critical Care ,Color,English,Australia,Comedy|Drama,R,half sister|hospital|latex gloves|medicine|nun,Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks
The Life Before Her Eyes ,Color,English,USA,Drama|Mystery|Thriller,R,best friend|nonlinear timeline|school shooting|self sacrifice|shooting,Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brett Cullen
Darling Companion ,Color,English,USA,Comedy|Drama|Romance,PG-13,dog|marriage|search|wedding|woods,Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard
Trade ,Color,English,Germany,Crime|Drama|Thriller,R,friend|girl|mexico city|new jersey|sex,Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda
Fateless ,Color,Hungarian,Hungary,Drama|Romance|War,R,bus|death|gay slur|hatred|jewish,Lajos Koltai,Marcell Nagy,Péter Fancsikai,Bálint Péntek
Breakfast of Champions ,Color,English,USA,Comedy,R,breakfast|manitoba|science fiction writer|suicide|writer,Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps
"A Woman, a Gun and a Noodle Shop ",Color,Mandarin,China,Comedy|Drama,R,betrayal|husband wife relationship|murder|noodles|salary,Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni
Cypher ,Color,English,USA,Mystery|Romance|Sci-Fi|Thriller,R,brainwashing|corporate espionage|spy|suburb|surprise ending,Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett
City of Life and Death , Black and White,Mandarin,China,Drama|History|War,R,atrocity|battle|chinese|horseback riding|martial arts,Chuan Lu,Ye Liu,Yuanyuan Gao,Ryu Kohata
Home ,Color,English,USA,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,PG,alien friendship|alien invasion|australia|flying car|mother daughter relationship,Tim Johnson,Jim Parsons,Matt Jones,April Winchell
Legend of Kung Fu Rabbit ,Color,Mandarin,China,Action|Adventure|Animation|Comedy|Family,PG,anthropomorphic animal|china|furry|rabbit,Lijun Sun,Jon Heder,Tom Arnold,Rebecca Black
Space Battleship Yamato ,Color,Japanese,Japan,Action|Adventure|Drama|Sci-Fi,TV-14,alien|battleship|message|radiation|yamato,Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi
5 Days of War ,Color,English,Georgia,Action|Drama|War,R,cameraman|epic battle|journalist|south ossetia|street shootout,Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze
Triangle ,Color,English,UK,Fantasy|Mystery|Thriller,R,deja vu|lost at sea|ship|time loop|trapped in a time loop,Christopher Smith,Rachael Carpani,Michael Dorman,Emma Lung
10 Days in a Madhouse ,Color,English,USA,Drama,R,,Timothy Hines,Christopher Lambert,Kelly LeBrock,Alexandra Callas
Heaven Is for Real ,Color,English,USA,Biography|Drama,PG,based on true story|christ|christian|near death experience|pastor,Randall Wallace,Jacob Vargas,Connor Corum,Rob Moran
Snatch ,Color,English,UK,Comedy|Crime,R,boxer|boxing|diamond|fight|gypsy,Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng
Dancin' It's On ,Color,English,USA,Family|Musical,PG,,David Winters,Gary Daniels,Matt Marr,Ginger Jensen
Pet Sematary ,Color,English,USA,Fantasy|Horror,R,cat|cemetery|maine|secret|woods,Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby
Madadayo ,Color,Japanese,Japan,Drama,,air raid|beer|birthday|japan|professor,Akira Kurosawa,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao
The Cry of the Owl ,Color,English,UK,Drama|Thriller,R,isolated house|promotion|river|small town|stalking,Jamie Thraves,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan
A Tale of Three Cities ,Color,Chinese,China,Drama,,,Mabel Cheung,Wei Tang,Ching Wan Lau,Hailu Qin
Gremlins ,Color,English,USA,Comedy|Fantasy|Horror,PG,bright light|midnight|pet|small town|water,Joe Dante,Phoebe Cates,Harry Carey Jr.,Zach Galligan
Star Wars: Episode IV - A New Hope ,Color,English,USA,Action|Adventure|Fantasy|Sci-Fi,PG,death star|empire|galactic war|princess|rebellion,George Lucas,Harrison Ford,Peter Cushing,Kenny Baker
Dirty Grandpa ,Color,English,USA,Comedy,R,female removes her clothes|fondling|voyeur|voyeurism|white panties,Dan Mazer,Robert De Niro,Zoey Deutch,Jason Mantzoukas
Doctor Zhivago ,Color,English,USA,Drama|Romance|War,PG-13,bolshevik|poet|poetry|russia|russian revolution,David Lean,Julie Christie,Klaus Kinski,Geraldine Chaplin
Trash ,Color,Portuguese,UK,Adventure|Crime|Drama|Mystery|Thriller,R,bible|key|poverty|slum|wallet,Stephen Daldry,Wagner Moura,Selton Mello,Daniel Zettel
High School Musical 3: Senior Year ,Color,English,USA,Comedy|Drama|Family|Music|Musical|Romance,G,basketball|curtain call|graduation|high school|high school senior,Kenny Ortega,Lucas Grabeel,Matt Prokop,Corbin Bleu
The Fighter ,Color,English,USA,Biography|Drama|Sport,R,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin
Jackass Number Two ,Color,English,USA,Action|Comedy|Documentary,R,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius
My Cousin Vinny ,Color,English,USA,Comedy|Crime,R,alabama|jail|judicial system|lawyer|trial,Jonathan Lynn,Fred Gwynne,Bruce McGill,Lane Smith
If I Stay ,Color,English,USA,Drama|Fantasy|Music|Romance,PG-13,car accident|coma|out of body experience|reference to the exploited|teenage girl,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach
Drive Hard ,Color,English,Canada,Action|Comedy|Crime,Not Rated,,Brian Trenchard-Smith,Zoe Ventoura,Damien Garvey,Christopher Sommers
Major League ,Color,English,USA,Comedy|Sport,R,cleveland indians|league|manager|owner|team,David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo
St. Trinian's ,Color,English,UK,Comedy,PG-13,2000s|female protagonist|reward|school|st trinian's,Oliver Parker,Lily Cole,Rupert Everett,Tamsin Egerton
Phone Booth ,Color,English,USA,Crime|Thriller,R,phone booth|publicist|single set production|sniper|sniper rifle,Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones
A Walk to Remember ,Color,English,USA,Drama|Romance,PG,community service|love|punishment|school|student,Adam Shankman,Lauren German,Peter Coyote,Paz de la Huerta
Dead Man Walking ,Color,English,UK,Crime|Drama,R,death|execution|nun|solitary confinement|visit,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky
Cruel Intentions ,Color,English,USA,Drama|Romance,R,bet|revenge|seduction|virgin|wager,Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius
Saw VI ,Color,English,Canada,Horror|Mystery,R,deception|flash photography|game of death|jigsaw|pig mask,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern
History of the World: Part I ,Color,English,USA,Comedy,R,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,Mel Brooks,Madeline Kahn,Sid Caesar,Dom DeLuise
The Secret Life of Bees ,Color,English,USA,Drama,PG-13,beekeeping|insect in title|racism|sister|south carolina,Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson
Corky Romano ,Color,English,USA,Comedy|Crime,PG-13,fbi|mafia|mobster|undercover|veterinarian,Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg
Raising Cain ,Color,English,USA,Crime|Drama|Thriller,R,hitchcockian|long tracking shot|psychologist|psychology|wig,Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry
F.I.S.T. ,Color,English,USA,Drama,PG,1930s|driving through a gate|funeral|senator|trade union,Norman Jewison,Sylvester Stallone,Peter Boyle,Rod Steiger
Invaders from Mars ,Color,English,USA,Horror|Sci-Fi,PG,alien|boy|nurse|school|school nurse,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett
Brooklyn ,Color,English,UK,Drama|Romance,PG-13,1950s|immigrant|irish|irish accent|torn between two worlds,John Crowley,Julie Walters,Fiona Glascott,Eva Birthistle
Barry Lyndon ,Color,English,UK,Adventure|Drama|History|War,PG,18th century|england|rise and fall|rural setting|wealth,Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Hardy Krüger
Out Cold ,Color,English,USA,Comedy|Sport,PG-13,alaska|mountain|ski resort|snowboard|snowboarding,Brendan Malloy,Lee Majors,Jason London,Thomas Lennon
The Ladies Man ,Color,English,USA,Comedy,R,black pantyhose|female stockinged legs|pantyhose|radio|tattoo,Reginald Hudlin,Will Ferrell,John Witherspoon,Tim Meadows
Quartet ,Color,English,UK,Comedy|Drama,PG-13,divorced couple|opera|reference to giuseppe verdi|retirement|senility,Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins
Tomcats ,Color,English,USA,Comedy,R,box office flop|critically bashed|dominatrix|friend|money,Gregory Poirier,Shannon Elizabeth,Jake Busey,David Ogden Stiers
Frailty ,Color,English,USA,Crime|Drama|Thriller,R,demon|fbi|fbi agent|murder|religious fanatic,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary
Woman in Gold ,Color,English,UK,Biography|Drama|History,PG-13,art|jewish|justice|nazi|theft,Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern
Kinsey , Black and White,English,USA,Biography|Drama,R,professor|research|sex|sexuality|student,Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker
Army of Darkness ,Color,English,USA,Comedy|Fantasy|Horror,R,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz
Slackers ,Color,English,Canada,Comedy|Romance,R,blackmail|fall|love|nerd|scam,Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash
What's Eating Gilbert Grape ,Color,English,USA,Drama|Romance,PG-13,apostrophe in title|face slap|four word title|grocery store|police,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe
The Visual Bible: The Gospel of John ,Color,English,Canada,Biography|Drama|History,PG-13,1st century|based on the bible|miracle|religion|resurrection,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy
Vera Drake ,Color,English,UK,Crime|Drama,R,1950s|miscarriage|neighbor|pregnancy|tailor,Mike Leigh,Eddie Marsan,Sally Hawkins,Imelda Staunton
The Guru ,Color,English,UK,Comedy|Music|Romance,R,bollywood|illegal immigrant|live television|restaurant|waiter,Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry
The Perez Family ,Color,English,USA,Comedy|Drama|Romance,R,immigration|love|political prisoner|reference to john wayne|title directed by female,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo
Inside Llewyn Davis ,Color,English,USA,Drama|Music,R,1960s|car hitting an animal|folk singer|friend|singer,Ethan Coen,Justin Timberlake,Max Casella,Alex Karpovsky
O ,Color,English,USA,Drama|Romance|Thriller,R,basketball|basketball player|boarding school|love|shakespeare's othello,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard
Return to the Blue Lagoon ,Color,English,USA,Adventure|Drama|Romance,PG-13,baby|desert island|island|sequel|teenage girl,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan
The Molly Maguires ,Color,English,USA,Drama|History,PG,coal|detective|irish|irish immigrant|pennsylvania,Martin Ritt,Frank Finlay,Anthony Zerbe,Samantha Eggar
Romance & Cigarettes ,Color,English,USA,Comedy|Musical|Romance,R,anal sex|death|dream|poem|sex,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard
Copying Beethoven ,Color,English,USA,Biography|Drama|Music,PG-13,music copyist|music student|musical composition|student|symphony,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett
Poltergeist ,Color,English,USA,Fantasy|Horror,PG,ghost|haunted|haunting|house|paranormal investigator,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson
Brighton Rock ,Color,English,UK,Crime|Drama|Thriller,R,brighton|catholic|gang|prayer|waitress,Rowan Joffe,Sam Riley,Sean Harris,Geoff Bell
