,movie_title,color,language,country,genres,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
3207,Dekalog             ,Color,Polish,Poland,Drama,TV-MA,meaning of life|moral challenge|morality|search for meaning|ten commandments,,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz
3208,Krrish ,Color,Hindi,India,Action|Adventure|Romance|Sci-Fi,Not Rated,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,Rakesh Roshan,Naseeruddin Shah,Rekha,Sharat Saxena
3209,Cecil B. DeMented ,Color,English,France,Comedy|Crime|Thriller,R,actress|drive in|female protagonist|movie star|woman shot in the forehead,John Waters,Alicia Witt,Melanie Griffith,Kevin Nealon
3210,Killer Joe ,Color,English,USA,Crime|Drama|Romance|Thriller,R,female nudity|female pubic hair|lingerie|neo noir|pubic hair,William Friedkin,Matthew McConaughey,Scott A. Martin,Carol Sutton
3211,The Joneses ,Color,English,USA,Comedy|Drama,R,envy|fake family|gadget|materialism|unhappy marriage,Derrick Borte,Demi Moore,Gary Cole,Robert Pralgo
3212,Owning Mahowny ,Color,English,Canada,Crime|Drama|Thriller,R,bank|bank fraud|bank manager|gambling|toronto,Richard Kwietniowski,Philip Seymour Hoffman,Minnie Driver,Maury Chaykin
3213,The Brothers Solomon ,Color,English,USA,Comedy,R,antarctica|coma|neighbor|phd|pregnancy,Bob Odenkirk,Jenna Fischer,Lee Majors,Will Forte
3214,My Blueberry Nights ,Color,English,Hong Kong,Drama|Romance,PG-13,blueberry pie|diner|nevada|new york city|pie,Kar-Wai Wong,Natalie Portman,Norah Jones,Adriane Lenox
3215,Illuminata ,Color,English,Spain,Drama,R,critic|new york|new york city|playwright|theater critic,John Turturro,Beverly D'Angelo,Ben Gazzara,George DiCenzo
3216,Swept Away ,Color,English,UK,Comedy|Romance,R,island|sailor|storm|stranded|vacation,Guy Ritchie,Bruce Greenwood,Jeanne Tripplehorn,David Thornton
3217,"War, Inc. ",Color,English,USA,Action|Comedy|Thriller,R,assassin|corporation|pop star|reporter|satire,Joshua Seftel,Bashar Rahal,Sergej Trifunovic,Ned Bellamy
3218,Shaolin Soccer , Black and White,Cantonese,Hong Kong,Action|Comedy|Sport,PG,cult film|kung fu|martial arts|shaolin|soccer,Stephen Chow,Wei Zhao,Karen Mok,Kwok-Kwan Chan
3219,The Brown Bunny ,Color,English,USA,Drama,Not Rated,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,Vincent Gallo,Vincent Gallo,Cheryl Tiegs,Anna Vareschi
3220,The Swindle ,Color,French,France,Comedy|Crime|Thriller,,con|con artist|money|scam|sils maria,Claude Chabrol,Isabelle Huppert,François Cluzet,Michel Serrault
3221,Rosewater ,Color,English,USA,Biography|Drama,R,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,Jon Stewart,Numan Acar,Claire Foy,Haluk Bilginer
3222,The Chambermaid on the Titanic ,Color,French,France,Drama|Romance,,foundry|foundry worker|french|friend|titanic,Bigas Luna,Olivier Martinez,Aitana Sánchez-Gijón,Romane Bohringer
3223,Coriolanus ,Color,English,UK,Drama|Thriller|War,R,modern day adaptation|reference to william shakespeare|shakespeare in modern dress|shakespeare play|shakespeare's coriolanus,Ralph Fiennes,Gerard Butler,Ashraf Barhom,Lubna Azabal
3224,Imaginary Heroes ,Color,English,USA,Comedy|Drama,R,cat|christmas song|lawn mowing|leave of absence|medication,Dan Harris,Kip Pardue,Ryan Donowho,Larry Fessenden
3225,High Heels and Low Lifes ,Color,English,UK,Action|Comedy|Drama,R,attempted murder|blackmail|diver's watch|nurse|satire,Mel Smith,Minnie Driver,Danny Dyer,Mary McCormack
3226,World's Greatest Dad ,Color,English,USA,Comedy|Drama,R,black comedy|fictional talk show|high school teacher|phony suicide note|teacher,Bobcat Goldthwait,Robin Williams,Daryl Sabara,Henry Simmons
3227,Severance ,Color,English,UK,Comedy|Horror|Thriller,R,blood splatter|eastern europe|female nudity|pine forest|team building,Christopher Smith,Danny Dyer,Toby Stephens,Laura Harris
3228,Edmond ,Color,English,USA,Drama|Thriller,R,bipolar disorder|sodomy|stabbing|street life|violence,Stuart Gordon,Joe Mantegna,Dulé Hill,Jeffrey Combs
3229,Welcome to the Rileys ,Color,English,UK,Drama,R,businessman|prostitute|street|stripper|travel,Jake Scott,Kristen Stewart,Ally Sheedy,Kerry Cahill
3230,Police Academy: Mission to Moscow ,Color,English,USA,Comedy|Crime,PG,captain|commandant|mafia|russian mafia|security system,Alan Metter,Christopher Lee,Michael Winslow,G.W. Bailey
3231,Blood Done Sign My Name ,Color,English,USA,Drama,PG-13,based on autobiography|based on novel|based on true story|murder|racism,Jeb Stuart,Ricky Schroder,Nate Parker,Lee Norris
3232,"Cinco de Mayo, La Batalla ",Color,Spanish,Mexico,Drama|History|War,R,,Rafa Lara,Jorge Luis Moreno,Andrés Montiel,William Miller
3233,Elsa & Fred ,Color,English,USA,Comedy|Drama|Romance,PG-13,apartment|death of protagonist|follow that car|la dolce vita|love,Michael Radford,Chris Noth,Jared Gilman,James Brolin
3234,An Alan Smithee Film: Burn Hollywood Burn ,Color,English,USA,Comedy,R,box office flop|critically bashed|director|hollywood|mockumentary,Arthur Hiller,Eric Idle,Harvey Weinstein,Ryan O'Neal
3235,The Open Road ,Color,English,USA,Comedy|Drama,PG-13,american south|baseball|farmland|motel|road trip,Michael Meredith,Jeff Bridges,Justin Timberlake,Ted Danson
3236,The Good Guy ,Color,English,USA,Comedy|Romance,R,book club|cheating boyfriend|job promotion|manhattan new york city|new york city,Julio DePietro,Adrian Martinez,Scott Porter,Aaron Yoo
3237,Motherhood ,Color,English,USA,Comedy|Drama,PG-13,birthday|birthday party|delivery man|mother|neighbor,Katherine Dieckmann,Stephanie Szostak,Minnie Driver,Anthony Edwards
3238,Free Style ,Color,English,Canada,Drama,PG,,William Dear,Madison Pettis,Corbin Bleu,Sandra Echeverría
3239,Strangerland ,Color,English,Australia,Drama|Mystery|Thriller,R,australian|desert|mother daughter relationship|mother son relationship|promiscuity,Kim Farrant,Nicholas Hamilton,Reef Ireland,Sean Keenan
3240,The Janky Promoters ,Color,English,USA,Comedy|Crime|Music,R,bigger dreams|concert promoter|hotel maid|pep talk|rap concert,Marcus Raboy,Mike Epps,Tamala Jones,Glenn Plummer
3241,Blonde Ambition ,Color,English,USA,Comedy|Romance,PG-13,boss|business|career|confidence|female protagonist,Scott Marshall,Drew Fuller,Drew Waters,Larry Miller
3242,The Oxford Murders ,Color,English,Spain,Crime|Mystery|Thriller,R,landlady|lecture|murder|oxford university|symbol,Álex de la Iglesia,Jim Carter,Leonor Watling,Danny Sapani
3243,The Reef ,Color,English,Australia,Horror|Thriller,R,boat|great white shark|killing an animal|shark|underwater,Andrew Traucki,Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering
3244,Eulogy ,Color,English,USA,Comedy|Drama,R,dysfunctional family|family relationships|family reunion|funeral|twin,Michael Clancy,Zooey Deschanel,Rip Torn,Kelly Preston
3245,White Noise 2: The Light ,Color,English,USA,Drama|Fantasy|Horror|Thriller,PG-13,angry spirit|aura|electronic voice phenomena|electronics|near death experience,Patrick Lussier,Teryl Rothery,Craig Fairbrass,Adrian Holmes
3246,You Got Served: Beat the World ,Color,English,Canada,Drama|Music,PG-13,,Robert Adetuyi,Shane Pollard,Mishael Morgan,Chase Armitage
3247,Fifty Dead Men Walking ,Color,English,UK,Drama|Thriller,R,1980s|ira|near death experience|title directed by female|what happened to epilogue,Kari Skogland,Jim Sturgess,Kevin Zegers,Michael McElhatton
3248,Jungle Shuffle ,Color,English,South Korea,Adventure|Animation,,,Taedong Park,Drake Bell,Tom Arnold,Amanda Troop
3249,Adam Resurrected ,Color,English,Germany,Drama|War,R,circus|dog|entertainer|holocaust|patient,Paul Schrader,Veronica Ferres,Ayelet Zurer,Derek Jacobi
3250,Of Horses and Men ,Color,Icelandic,Iceland,Comedy|Drama|Romance,,barbed wire|barbed wire fence|horse|nature|snowstorm,Benedikt Erlingsson,Ingvar Eggert Sigurðsson,Charlotte Bøving,Sigríður María Egilsdóttir
3251,It's a Wonderful Afterlife ,Color,English,UK,Comedy|Drama|Horror|Romance,PG-13,afterlife|indian|murder|overweight woman|police,Gurinder Chadha,Sendhil Ramamurthy,Mark Addy,Shabana Azmi
3252,The Devil's Tomb ,Color,English,USA,Action|Horror|Sci-Fi,R,desert|mercenary|priest|scientist|war veteran,Jason Connery,Ray Winstone,Henry Rollins,Jason London
3253,Partition ,Color,English,Canada,Drama|Romance,R,india|love|muslim|pakistan|sikh,Vic Sarin,Jimi Mistry,Jesse Moss,John Light
3254,Good Intentions ,Color,English,USA,Comedy,PG-13,,Jim Issa,Elaine Hendrix,Luke Perry,Jon Gries
3255,"The Good, the Bad, the Weird ",Color,Korean,South Korea,Action|Adventure|Comedy|Western,R,bounty hunter|manchuria|map|train|treasure,Jee-woon Kim,Kang-ho Song,Woo-sung Jung,Dal-su Oh
3256,Nurse 3D ,Color,English,USA,Horror|Thriller,R,carnage|female nudity|purple panties|sexual attraction|shaved labia,Douglas Aarniokoski,Boris Kodjoe,Katrina Bowden,Kathleen Turner
3257,Gunless ,Color,English,Canada,Action|Comedy|Drama|Western,,blacksmith|bounty hunter|duel|gunslinger|wild west,William Phillips,Tyler Mane,Callum Rennie,Dustin Milligan
3258,Adventureland ,Color,English,USA,Comedy|Drama|Romance,R,amusement park|strong female character|summer job|teen movie|teenager,Greg Mottola,Kristen Stewart,Martin Starr,Wendie Malick
3259,The Lost City ,Color,English,USA,Drama|Romance,R,1950s|cuba|cuban flag|fidel castro|havana cuba,Andy Garcia,Danny Pino,Victor Rivers,Enrique Murciano
3260,Next Friday ,Color,English,USA,Comedy,R,african american|flashback|marijuana joint|porn magazine|suburb,Steve Carr,John Witherspoon,Mike Epps,Rolando Molina
3261,American Heist ,Color,English,Canada,Action|Crime|Drama|Thriller,R,bank|critically bashed|heist|mechanic|prison,Sarik Andreasyan,Hayden Christensen,Jordana Brewster,Akon
3262,You Only Live Twice ,Color,English,UK,Action|Adventure|Thriller,Approved,faked death|japan|japanese|poison|secret headquarters,Lewis Gilbert,Donald Pleasence,Burt Kwouk,Desmond Llewelyn
3263,Plastic ,Color,English,UK,Action|Comedy|Crime|Drama,R,credit card fraud|lesbian kiss|miami,Julian Gilbey,Mem Ferda,Alfie Allen,Malese Jow
3264,Amour ,Color,French,France,Drama|Romance,PG-13,aging|daughter|old couple|old love|stroke,Michael Haneke,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant
3265,Poltergeist III ,Color,English,USA,Horror|Thriller,PG-13,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,Gary Sherman,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein
3266,Re-Kill ,Color,English,USA,Action|Horror,R,after dark|after dark horrorfest|fictional tv news show|outbreak,Valeri Milev,Daniella Alonso,Roger Cross,Jesse Garcia
3267,"It's a Mad, Mad, Mad, Mad World ",Color,English,USA,Action|Adventure|Comedy|Crime,Approved,california|desert|dying words|money|race,Stanley Kramer,Jonathan Winters,Sid Caesar,Spencer Tracy
3268,Volver ,Color,Spanish,Spain,Comedy|Crime|Drama|Mystery,R,abusive father|child abuse|death|rape|secret,Pedro Almodóvar,Carmen Maura,Lola Dueñas,Antonio de la Torre
3269,Heavy Metal ,Color,English,Canada,Adventure|Animation|Fantasy|Horror|Sci-Fi,R,anthology|girl|heavy metal|secretary|segments,Gerald Potterton,John Vernon,Joe Flaherty,Don Francks
3270,Gentlemen Broncos ,Color,English,USA,Adventure|Comedy|Sci-Fi,PG-13,amateur film|sexual harassment|sexual innuendo|small town|struggling parent,Jared Hess,Jizelle Jade,Michael Angarano,Héctor Jiménez
3271,Richard III ,Color,English,UK,Drama|War,R,1930s|abuse of power|england|king|murder,Richard Loncraine,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas
3272,Into the Grizzly Maze ,,English,USA,Action|Horror|Thriller,R,bear|breasts|female nudity|grizzly|wilderness,David Hackl,Scott Glenn,Michaela McManus,Luisa D'Oliveira
3273,Kites ,Color,English,India,Action|Drama|Romance|Thriller,,casino|desert|love|suicide|tragic event,Anurag Basu,Bárbara Mori,Steven Michael Quezada,Kabir Bedi
3274,Melancholia ,Color,English,Denmark,Drama|Sci-Fi,R,art director|breasts|depression|outdoor sex|riding a horse,Lars von Trier,Alexander Skarsgård,Kirsten Dunst,Charlotte Rampling
3275,Red Dog ,Color,English,Australia,Biography|Comedy|Drama|Family|Romance,PG,australian|based on true events|dog|love|search,Kriv Stenders,Noah Taylor,Keisha Castle-Hughes,Luke Ford
3276,Jab Tak Hai Jaan ,Color,Hindi,India,Drama|Romance,Not Rated,accident|army|bomb|indian army|love,Yash Chopra,Shah Rukh Khan,Katrina Kaif,Vic Waghorn
3277,Alien ,Color,English,UK,Horror|Sci-Fi,R,alien|creature|future|outer space|spaceship,Ridley Scott,Tom Skerritt,Yaphet Kotto,Bolaji Badejo
3278,The Texas Chain Saw Massacre ,Color,English,USA,Horror|Thriller,R,cannibal|chainsaw|hitchhiker|independent film|leatherface,Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns
3279,The Runaways ,Color,English,USA,Biography|Drama|Music,R,band|box office flop|critically bashed|historically inaccurate|revisionist history,Floria Sigismondi,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis
3280,Fiddler on the Roof ,Color,English,USA,Drama|Family|Musical|Romance,G,immigration|jewish|pogrom|tradition|tradition versus modernity,Norman Jewison,Topol,Paul Michael Glaser,Rosalind Harris
3281,Thunderball ,Color,English,UK,Action|Adventure|Thriller,Approved,domino|fiery redhead|nassau|official james bond series|underwater battle,Terence Young,Desmond Llewelyn,Earl Cameron,Lois Maxwell
3282,Detention ,Color,English,USA,Comedy|Horror|Sci-Fi,R,blood splatter|detention|high school|overalls|reference to c. thomas howell,Joseph Kahn,Josh Hutcherson,Shanley Caswell,Parker Bagley
3283,Loose Cannons ,Color,Italian,Italy,Comedy|Drama|Romance,,gay|gay friend|grandmother grandson relationship|heart attack|mother son relationship,Ferzan Ozpetek,Riccardo Scamarcio,Alessandro Preziosi,Lunetta Savino
3284,Set It Off ,Color,English,USA,Action|Crime|Drama|Romance|Thriller,R,bank|black comedy|main characters killed off|money|robbery,F. Gary Gray,Vivica A. Fox,Jada Pinkett Smith,Blair Underwood
3285,The Best Man ,Color,English,USA,Comedy|Drama,R,african american|bachelor party|brooklyn bridge|family relationships|stripper,Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Jarrod Bunch
3286,Child's Play ,Color,English,USA,Fantasy|Horror,R,birthday|doll|murder|serial killer|voodoo,Tom Holland,Catherine Hicks,Alex Vincent,Dinah Manoff
3287,Sicko ,Color,English,USA,Documentary|Drama,PG-13,canada|cuba|france|guantanamo|hmo,Michael Moore,Michael Moore,Tucker Albrizzi,Bill Clinton
3288,The Purge: Anarchy ,Color,English,USA,Action|Horror|Sci-Fi|Thriller,R,held at gunpoint|machete|masked man|sequel|violence,James DeMonaco,Noel Gugliemi,Zach Gilford,Roberta Valderrama
3289,Down to You ,Color,English,USA,Comedy|Drama|Romance,PG-13,artist|cake|college|new york city|student,Kris Isacsson,Rosario Dawson,Lauren German,Shawn Hatosy
3290,Harold & Kumar Go to White Castle ,Color,English,USA,Adventure|Comedy,R,marijuana|police|road trip|stoner|white castle,Danny Leiner,Ethan Embry,Fred Willard,Paula Garcés
3291,The Contender ,Color,English,USA,Drama|Thriller,R,bridge|governor|political thriller|president|vice president,Rod Lurie,Jeff Bridges,Gary Oldman,William Petersen
3292,Boiler Room ,Color,English,USA,Crime|Drama|Thriller,R,career|casino|judge|stock|stock broker,Ben Younger,Vin Diesel,Nia Long,Herbert Russell
3293,Trading Places ,Color,English,USA,Comedy,R,interracial relationship|poverty|prostitute|scam|stock market,John Landis,Don Ameche,Denholm Elliott,Ralph Bellamy
3294,Black Christmas ,Color,English,USA,Horror,R,attic|christmas|house|incest|sorority,Glen Morgan,Oliver Hudson,Crystal Lowe,Andrea Martin
3295,Breakin' All the Rules ,Color,English,USA,Comedy|Romance,PG-13,female to male foot in crotch|lingerie slip|love|mistaken identity|writer,Daniel Taplitz,Jennifer Esposito,Tate Taylor,Patrick Cranshaw
3296,Henry V ,Color,English,UK,Action|Biography|Drama|History|Romance|War,PG-13,battle|battle of agincourt|king|shakespeare play|sword and shield,Kenneth Branagh,Brian Blessed,Derek Jacobi,Danny Webb
3297,The Savages ,Color,English,USA,Comedy|Drama,R,arizona|dementia|married man|sun city arizona|writing,Tamara Jenkins,Philip Seymour Hoffman,David Zayas,Gbenga Akinnagbe
3298,Chasing Papi ,Color,English,USA,Comedy|Romance,PG,beauty pageant|bilingual|dating|latino|three women,Linda Mendoza,Carlos Ponce,Freddy Rodríguez,Maria Conchita Alonso
3299,The Way of the Gun ,Color,English,USA,Action|Crime|Drama|Thriller,R,criminal|drifter|gangster|money|surrogate mother,Christopher McQuarrie,Kristin Lehman,Nicky Katt,Dylan Kussman
3300,Igby Goes Down ,Color,English,USA,Comedy|Drama,R,boy|mistress|money|schizophrenic|school,Burr Steers,Kieran Culkin,Rory Culkin,Bill Irwin
3301,PCU ,Color,English,USA,Comedy,PG-13,college|high school senior|meat|protest|university,Hart Bochner,Jon Favreau,Matt Ross,Chris Young
3302,The Ultimate Gift ,Color,English,USA,Drama|Family|Romance,PG,billionaire|grandfather|playboy|trust fund baby|wealth,Michael O. Sajbel,Bill Cobbs,Drew Fuller,Mircea Monroe
3303,The Bold and the Beautiful             ,Color,English,USA,Drama|Romance,TV-14,beverly hills california|family relationships|los angeles california|soap opera,,Ronn Moss,Katherine Kelly Lang,Hunter Tylo
3304,The Ice Pirates ,Color,English,USA,Action|Adventure|Comedy|Romance|Sci-Fi,PG,bar fight|cult film|ice|psychotronic|sword fight,Stewart Raffill,Anjelica Huston,John Carradine,Robert Urich
3305,Gracie ,Color,English,USA,Biography|Drama|Sport,PG-13,boy|girl|soccer|south orange new jersey|teenager,Davis Guggenheim,Emma Bell,John Doman,Carly Schroeder
3306,Trust the Man ,Color,English,USA,Comedy|Drama|Romance,R,actress|lesbianism|manhattan new york city|urination|watching pornography,Bart Freundlich,Billy Crudup,Garry Shandling,Dagmara Dominczyk
3307,Hamlet 2 ,Color,English,USA,Comedy|Music,R,gang banger|sequel|shakespeare's hamlet|student|time machine,Andrew Fleming,Steve Coogan,Amy Poehler,David Arquette
3308,Velvet Goldmine ,Color,English,UK,Drama|Music,R,1970s|glitter|political cover up|reference to katharine hepburn|reference to spencer tracy,Todd Haynes,Christian Bale,Eddie Izzard,Janet McTeer
3309,The Wailing ,Color,Korean,South Korea,Fantasy|Horror|Mystery|Thriller,Not Rated,policeman|stranger|supernatural|village|vomiting,Hong-jin Na,Jung-min Hwang,Jun Kunimura,Woo-hee Chun
3310,Glee: The 3D Concert Movie ,Color,English,USA,Documentary|Music,PG,concert|live in concert recording|live performance,Kevin Tancharoen,Lea Michele,Heather Morris,Kevin McHale
3311,The Legend of Suriyothai ,Color,Thai,Thailand,Action|Adventure|Drama|History|War,R,16th century|burmese|invasion|queen|thailand,Chatrichalerm Yukol,Sarunyu Wongkrachang,Chatchai Plengpanich,Mai Charoenpura
3312,Two Evil Eyes ,Color,English,Italy,Horror,R,black cat|cat|evil|photographer|undead,Dario Argento,John Amos,Adrienne Barbeau,Sally Kirkland
3313,Barbecue ,Color,French,France,Comedy,,,Eric Lavaine,Lambert Wilson,Julie Engelbrecht,Lionel Abelanski
