,movie_name,domestic_gross,movie_link,production_budget,release_date,worldwide_gross,movie_title
2267,One Missed Call,26890041,http://www.the-numbers.com/movie/One-Missed-Call#tab=summary,20000000,1/4/2008,44513466,One Missed Call 
2268,Eye for an Eye,26792700,http://www.the-numbers.com/movie/Eye-for-an-Eye#tab=summary,20000000,1/12/1996,26792700,Eye for an Eye 
2269,Street Kings,26415649,http://www.the-numbers.com/movie/Street-Kings#tab=summary,20000000,4/11/2008,65454793,Street Kings 
2270,The World's End,26004851,http://www.the-numbers.com/movie/Worlds-End-The#tab=summary,20000000,8/23/2013,47508505,The World's End 
2271,From Dusk Till Dawn,25728961,http://www.the-numbers.com/movie/From-Dusk-Till-Dawn#tab=summary,20000000,1/19/1996,25728961,From Dusk Till Dawn 
2272,You Again,25702053,http://www.the-numbers.com/movie/You-Again#tab=summary,20000000,9/24/2010,32838945,You Again 
2273,Nancy Drew,25584685,http://www.the-numbers.com/movie/Nancy-Drew#tab=summary,20000000,6/15/2007,30703845,Nancy Drew 
2274,Alpha and Omega 3D,25107267,http://www.the-numbers.com/movie/Alpha-and-Omega#tab=summary,20000000,9/17/2010,48958353,Alpha and Omega 
2275,Endless Love,23438250,http://www.the-numbers.com/movie/Endless-Love-(2014)#tab=summary,20000000,2/14/2014,34614964,Endless Love 
2276,The Covenant,23364784,http://www.the-numbers.com/movie/Covenant-The#tab=summary,20000000,9/8/2006,38164784,The Covenant 
2277,Monte Carlo,23186769,http://www.the-numbers.com/movie/Monte-Carlo#tab=summary,20000000,7/1/2011,39686769,Monte Carlo 
2281,Quigley Down Under,21413105,http://www.the-numbers.com/movie/Quigley-Down-Under#tab=summary,20000000,10/19/1990,21413105,Quigley Down Under 
2282,To Die For,21284514,http://www.the-numbers.com/movie/To-Die-For#tab=summary,20000000,9/27/1995,27688744,To Die For 
2283,Shorts,20919166,http://www.the-numbers.com/movie/Shorts#tab=summary,20000000,8/21/2009,29870801,Shorts 
2285,Appaloosa,20211394,http://www.the-numbers.com/movie/Appaloosa#tab=summary,20000000,9/19/2008,27911453,Appaloosa 
2286,Secret in Their Eyes,20180155,http://www.the-numbers.com/movie/Secret-in-Their-Eyes#tab=summary,20000000,11/20/2015,30808558,Secret in Their Eyes 
2288,Reign Over Me,19661987,http://www.the-numbers.com/movie/Reign-Over-Me#tab=summary,20000000,3/23/2007,20081987,Reign Over Me 
2289,My Best Friend's Girl,19219250,http://www.the-numbers.com/movie/My-Best-Friends-Girl#tab=summary,20000000,9/19/2008,34787111,My Best Friend's Girl 
2290,Georgia Rule,18882880,http://www.the-numbers.com/movie/Georgia-Rule#tab=summary,20000000,5/11/2007,20819601,Georgia Rule 
2291,Under the Rainbow,18826490,http://www.the-numbers.com/movie/Under-the-Rainbow#tab=summary,20000000,7/31/1981,18826490,Under the Rainbow 
2292,Ladyhawke,18400000,http://www.the-numbers.com/movie/Ladyhawke#tab=summary,20000000,4/12/1985,18400000,Ladyhawke 
2293,Into the Wild,18354356,http://www.the-numbers.com/movie/Into-the-Wild#tab=summary,20000000,9/21/2007,56822960,Into the Wild 
2294,Simon Birch,18253415,http://www.the-numbers.com/movie/Simon-Birch#tab=summary,20000000,9/11/1998,18310591,Simon Birch 
2295,Pooh's Heffalump Movie,18098433,http://www.the-numbers.com/movie/Poohs-Heffalump-Movie#tab=summary,20000000,2/11/2005,55686944,Pooh's Heffalump Movie 
2296,School for Scoundrels,17807569,http://www.the-numbers.com/movie/School-for-Scoundrels#tab=summary,20000000,9/29/2006,17807569,School for Scoundrels 
2297,Silent Hill: Revelation 3D,17530219,http://www.the-numbers.com/movie/Silent-Hill-Revelation-3D#tab=summary,20000000,10/26/2012,55975672,Silent Hill: Revelation 3D 
2298,Home for the Holidays,17468887,http://www.the-numbers.com/movie/Home-for-the-Holidays#tab=summary,20000000,11/3/1995,22119269,Home for the Holidays 
2300,Kung Fu Hustle,17104669,http://www.the-numbers.com/movie/Kung-Fu-Hustle#tab=summary,20000000,4/8/2005,102034104,Kung Fu Hustle 
2301,The Country Bears,16988996,http://www.the-numbers.com/movie/Country-Bears-The#tab=summary,20000000,7/26/2002,16988996,The Country Bears 
2302,21 Grams,16248701,http://www.the-numbers.com/movie/21-Grams#tab=summary,20000000,11/21/2003,59667625,21 Grams 
2303,Armored,15988876,http://www.the-numbers.com/movie/Armored#tab=summary,20000000,12/4/2009,23661038,Armored 
2304,The Kite Runner,15800078,http://www.the-numbers.com/movie/Kite-Runner-The#tab=summary,20000000,12/14/2007,74180745,The Kite Runner 
2305,Paparazzi,15712072,http://www.the-numbers.com/movie/Paparazzi#tab=summary,20000000,9/3/2004,16612072,Paparazzi 
2306,A Guy Thing,15543862,http://www.the-numbers.com/movie/Guy-Thing-A#tab=summary,20000000,1/17/2003,17430594,A Guy Thing 
2307,The Greatest Story Ever Told,15473333,http://www.the-numbers.com/movie/Greatest-Story-Ever-Told-The#tab=summary,20000000,2/15/1965,15473333,The Greatest Story Ever Told 
2308,Loser,15464026,http://www.the-numbers.com/movie/Loser#tab=summary,20000000,7/21/2000,18250106,Loser 
2310,Capitalism: A Love Story,14363397,http://www.the-numbers.com/movie/Capitalism-A-Love-Story#tab=summary,20000000,9/23/2009,19121531,Capitalism: A Love Story 
2311,Lockout,14326865,http://www.the-numbers.com/movie/Lockout#tab=summary,20000000,4/13/2012,33943049,Lockout 
2312,Disaster Movie,14190901,http://www.the-numbers.com/movie/Disaster-Movie#tab=summary,20000000,8/29/2008,36720752,Disaster Movie 
2313,What's Your Number?,14011084,http://www.the-numbers.com/movie/Whats-Your-Number#tab=summary,20000000,9/30/2011,30163785,What's Your Number? 
2314,The Man Who Knew Too Little,13801755,http://www.the-numbers.com/movie/Man-Who-Knew-Too-Little-The#tab=summary,20000000,11/14/1997,13801755,The Man Who Knew Too Little 
2315,Crank 2: High Voltage,13684249,http://www.the-numbers.com/movie/Crank-2-High-Voltage#tab=summary,20000000,4/17/2009,35472739,Crank: High Voltage 
2316,Burnt,13651946,http://www.the-numbers.com/movie/Burnt#tab=summary,20000000,10/30/2015,32632668,Burnt 
2317,Envy,13548322,http://www.the-numbers.com/movie/Envy#tab=summary,20000000,4/30/2004,14566246,Envy 
2318,One Night with the King,13395961,http://www.the-numbers.com/movie/One-Night-with-the-King#tab=summary,20000000,10/13/2006,13725032,One Night with the King 
2319,Bullets Over Broadway,13383747,http://www.the-numbers.com/movie/Bullets-Over-Broadway#tab=summary,20000000,10/21/1994,13383747,Bullets Over Broadway 
2320,Ghost Town,13252641,http://www.the-numbers.com/movie/Ghost-Town#tab=summary,20000000,9/19/2008,29843245,Ghost Town 
2321,The Quiet American,12987647,http://www.the-numbers.com/movie/Quiet-American-The#tab=summary,20000000,11/22/2002,26348203,The Quiet American 
2322,Triple 9,12639297,http://www.the-numbers.com/movie/Triple-9#tab=summary,20000000,2/26/2016,23390380,Triple 9 
2323,The Weather Man,12482775,http://www.the-numbers.com/movie/Weather-Man-The#tab=summary,20000000,10/28/2005,15466961,The Weather Man 
2324,Undisputed,12398628,http://www.the-numbers.com/movie/Undisputed#tab=summary,20000000,8/23/2002,12398628,Undisputed 
2325,12 Rounds,12234694,http://www.the-numbers.com/movie/12-Rounds#tab=summary,20000000,3/27/2009,17306648,12 Rounds 
2326,Let Me In,12134935,http://www.the-numbers.com/movie/Let-Me-In#tab=summary,20000000,10/1/2010,28270399,Let Me In 
2327,3 Ninjas Kick Back,11744960,http://www.the-numbers.com/movie/3-Ninjas-Kick-Back#tab=summary,20000000,5/6/1994,11744960,3 Ninjas Kick Back 
2328,Be Kind Rewind,11175164,http://www.the-numbers.com/movie/Be-Kind-Rewind#tab=summary,20000000,2/22/2008,30894247,Be Kind Rewind 
2329,Mrs. Henderson Presents,11036366,http://www.the-numbers.com/movie/Mrs-Henderson-Presents#tab=summary,20000000,12/9/2005,27836366,Mrs Henderson Presents 
2330,Deconstructing Harry,10686841,http://www.the-numbers.com/movie/Deconstructing-Harry#tab=summary,20000000,12/12/1997,10686841,Deconstructing Harry 
2331,Three to Tango,10570375,http://www.the-numbers.com/movie/Three-to-Tango#tab=summary,20000000,10/22/1999,10570375,Three to Tango 
2332,We're No Angels,10555348,http://www.the-numbers.com/movie/Were-No-Angels#tab=summary,20000000,12/15/1989,10555348,We're No Angels 
2333,Everyone Says I Love You,9725847,http://www.the-numbers.com/movie/Everyone-Says-I-Love-You#tab=summary,20000000,12/6/1996,34600000,Everyone Says I Love You 
2334,Death Sentence,9534258,http://www.the-numbers.com/movie/Death-Sentence#tab=summary,20000000,8/31/2007,16907831,Death Sentence 
2335,Everybody's Fine,9208876,http://www.the-numbers.com/movie/Everybodys-Fine#tab=summary,20000000,12/4/2009,9208876,Everybody's Fine 
2336,Super Babies: Baby Geniuses 2,9109322,http://www.the-numbers.com/movie/Super-Babies-Baby-Geniuses-2#tab=summary,20000000,8/27/2004,9355369,Superbabies: Baby Geniuses 2 
2337,Battle of the Year,8888355,http://www.the-numbers.com/movie/Battle-of-the-Year-The-Dream-Team#tab=summary,20000000,9/20/2013,16723377,Battle of the Year 
2339,The Man,8330720,http://www.the-numbers.com/movie/Man-The#tab=summary,20000000,9/9/2005,10393696,The Man 
2340,Code Name: The Cleaner,8135024,http://www.the-numbers.com/movie/Code-Name-The-Cleaner#tab=summary,20000000,1/5/2007,8135024,Code Name: The Cleaner 
2341,Inherent Vice,8110975,http://www.the-numbers.com/movie/Inherent-Vice#tab=summary,20000000,12/12/2014,8692898,Inherent Vice 
2342,Connie & Carla,8047525,http://www.the-numbers.com/movie/Connie-and-Carla#tab=summary,20000000,4/16/2004,8047525,Connie and Carla 
2343,Machete Kills,8008161,http://www.the-numbers.com/movie/Machete-Kills#tab=summary,20000000,10/11/2013,18273009,Machete Kills 
2344,Sweet Charity,8000000,http://www.the-numbers.com/movie/Sweet-Charity#tab=summary,20000000,1/1/1969,8000000,Sweet Charity 
2345,Doogal,7578946,http://www.the-numbers.com/movie/Doogal#tab=summary,20000000,2/24/2006,28058652,Doogal 
2347,An American Carol,7013191,http://www.the-numbers.com/movie/American-Carol-An#tab=summary,20000000,10/3/2008,7022183,An American Carol 
2348,Willard,6882696,http://www.the-numbers.com/movie/Willard-(2003)#tab=summary,20000000,3/14/2003,6882696,Willard 
2349,Strange Wilderness,6575282,http://www.the-numbers.com/movie/Strange-Wilderness#tab=summary,20000000,2/1/2008,6947084,Strange Wilderness 
2350,Little Boy,6485961,http://www.the-numbers.com/movie/Little-Boy#tab=summary,20000000,4/24/2015,7965983,Little Boy 
2351,Topsy Turvy,6201757,http://www.the-numbers.com/movie/Topsy-Turvy#tab=summary,20000000,12/17/1999,6201757,Topsy-Turvy 
2352,Chasing Mavericks,6002756,http://www.the-numbers.com/movie/Chasing-Mavericks#tab=summary,20000000,10/26/2012,8300821,Chasing Mavericks 
2353,A Most Violent Year,5749134,http://www.the-numbers.com/movie/Most-Violent-Year-A#tab=summary,20000000,12/31/2014,6071433,A Most Violent Year 
2354,A Dangerous Method,5702083,http://www.the-numbers.com/movie/Dangerous-Method-A#tab=summary,20000000,11/23/2011,14807531,A Dangerous Method 
2355,A Scanner Darkly,5501616,http://www.the-numbers.com/movie/Scanner-Darkly-A#tab=summary,20000000,7/7/2006,7405084,A Scanner Darkly 
2356,Bandslam,5210988,http://www.the-numbers.com/movie/Bandslam#tab=summary,20000000,8/14/2009,12967829,Bandslam 
2357,Alone in the Dark,5178569,http://www.the-numbers.com/movie/Alone-in-the-Dark#tab=summary,20000000,1/28/2005,8178569,Alone in the Dark 
2358,Birth,5005899,http://www.the-numbers.com/movie/Birth#tab=summary,20000000,10/29/2004,14603001,Birth 
2359,Passchendaele,4452423,http://www.the-numbers.com/movie/Passchendaele#tab=summary,20000000,10/24/2008,4453327,Passchendaele 
2360,Flash of Genius,4442377,http://www.the-numbers.com/movie/Flash-of-Genius#tab=summary,20000000,10/3/2008,4504111,Flash of Genius 
2361,I'm Not There,4017609,http://www.the-numbers.com/movie/I-m-Not-There#tab=summary,20000000,11/21/2007,12397613,I'm Not There. 
2362,The Cold Light of Day,3763583,http://www.the-numbers.com/movie/Cold-Light-of-Day-The#tab=summary,20000000,9/7/2012,25361206,The Cold Light of Day 
2363,The Brothers Bloom,3531756,http://www.the-numbers.com/movie/Brothers-Bloom-The#tab=summary,20000000,5/15/2009,5531756,The Brothers Bloom 
2364,"Synecdoche, New York",3083538,http://www.the-numbers.com/movie/Synecdoche-New-York#tab=summary,20000000,10/24/2008,4383538,"Synecdoche, New York "
2366,Bon Voyage,2353728,http://www.the-numbers.com/movie/Bon-Voyage#tab=summary,20000000,3/19/2004,8361736,Bon voyage 
2368,Can't Stop the Music,2000000,http://www.the-numbers.com/movie/Can-t-Stop-the-Music#tab=summary,20000000,1/1/1980,2000000,Can't Stop the Music 
2369,The Proposition,1903434,http://www.the-numbers.com/movie/Proposition-The-(2006)#tab=summary,20000000,5/5/2006,5313608,The Proposition 
2370,Marci X,1646664,http://www.the-numbers.com/movie/Marci-X#tab=summary,20000000,8/22/2003,1646664,Marci X 
2371,Equilibrium,1190018,http://www.the-numbers.com/movie/Equilibrium#tab=summary,20000000,12/6/2002,5345869,Equilibrium 
2372,Dylan Dog: Dead of Night,1186538,http://www.the-numbers.com/movie/Dylan-Dog-Dead-of-Night#tab=summary,20000000,4/29/2011,6093725,Dylan Dog: Dead of Night 
2373,The Oogieloves in the BIG Balloon Adventure,1065907,http://www.the-numbers.com/movie/Oogieloves-in-the-BIG-Balloon-Adventure-The#tab=summary,20000000,8/29/2012,1065907,The Oogieloves in the Big Balloon Adventure 
2374,The Children of Huang Shi,1031872,http://www.the-numbers.com/movie/Children-of-Huang-Shi-The#tab=summary,20000000,5/23/2008,8221700,The Children of Huang Shi 
2375,The Yards,882710,http://www.the-numbers.com/movie/Yards-The#tab=summary,20000000,10/20/2000,2282710,The Yards 
2376,All Good Things,582024,http://www.the-numbers.com/movie/All-Good-Things#tab=summary,20000000,12/3/2010,873617,All Good Things 
2377,By the Sea,538460,http://www.the-numbers.com/movie/By-the-Sea#tab=summary,20000000,11/13/2015,3407430,By the Sea 
2378,Steamboy,468867,http://www.the-numbers.com/movie/Steamboy#tab=summary,20000000,3/18/2005,10468867,Steamboy 
2379,The Game of Their Lives,375474,http://www.the-numbers.com/movie/Game-of-Their-Lives-The#tab=summary,20000000,4/22/2005,375474,The Game of Their Lives 
2380,Rapa Nui,305070,http://www.the-numbers.com/movie/Rapa-Nui#tab=summary,20000000,9/11/1994,305070,Rapa Nui 
2381,The Tempest,277943,http://www.the-numbers.com/movie/Tempest-The-(2010)#tab=summary,20000000,12/10/2010,277943,The Tempest 
2382,CJ7,206678,http://www.the-numbers.com/movie/CJ7#tab=summary,20000000,3/7/2008,47300771,CJ7 
2383,"Couloirs du temps: Les visiteurs 2, Les",146072,http://www.the-numbers.com/movie/Couloirs-du-temps-Les-visiteurs-2-Les#tab=summary,20000000,3/27/1998,26146072,Les couloirs du temps: Les visiteurs II 
2384,People I Know,121972,http://www.the-numbers.com/movie/People-I-Know#tab=summary,20000000,4/25/2003,5694213,People I Know 
2385,Regression,55039,http://www.the-numbers.com/movie/Regression#tab=summary,20000000,10/30/2015,14883495,Regression 
2387,Zambezia,0,http://www.the-numbers.com/movie/Zambezia#tab=summary,20000000,12/31/2012,23346219,Zambezia 
2388,Three Kingdoms: Resurrection of the Dragon,0,http://www.the-numbers.com/movie/Three-Kingdoms-Resurrection-of-the-Dragon#tab=summary,20000000,4/13/2010,22139590,Three Kingdoms: Resurrection of the Dragon 
2389,The Touch,0,http://www.the-numbers.com/movie/Touch-The#tab=summary,20000000,3/31/2004,5918742,The Touch 
2390,Survivor,0,http://www.the-numbers.com/movie/Survivor#tab=summary,20000000,5/29/2015,774905,Survivor 
2392,Ramanujan,0,http://www.the-numbers.com/movie/Ramanujan#tab=summary,20000000,12/31/2007,0,Ramanujan 
2396,Hands of Stone,0,http://www.the-numbers.com/movie/Hands-of-Stone#tab=summary,20000000,8/26/2016,0,Hands of Stone 
2397,Fight Valley,0,http://www.the-numbers.com/movie/Fight-Valley#tab=summary,20000000,6/30/2016,0,Fight Valley 
2399,Der Baader Meinhof Komplex,476270,http://www.the-numbers.com/movie/Baader-Meinhof-Komplex-Der#tab=summary,19700000,8/21/2009,16498827,The Baader Meinhof Complex 
2400,The Painted Veil,8060487,http://www.the-numbers.com/movie/Painted-Veil-The#tab=summary,19400000,12/20/2006,15118795,The Painted Veil 
2401,The Frozen Ground,0,http://www.the-numbers.com/movie/Frozen-Ground-The#tab=summary,19200000,8/23/2013,5617460,The Frozen Ground 
2402,The Devil's Double,1361512,http://www.the-numbers.com/movie/Devils-Double-The#tab=summary,19100000,7/29/2011,2406666,The Devil's Double 
2403,Back to the Future,212259762,http://www.the-numbers.com/movie/Back-to-the-Future#tab=summary,19000000,7/3/1985,385524862,Back to the Future 
2404,Dances with Wolves,184208842,http://www.the-numbers.com/movie/Dances-with-Wolves#tab=summary,19000000,11/9/1990,424200000,Dances with Wolves 
2406,Bad Teacher,100292856,http://www.the-numbers.com/movie/Bad-Teacher#tab=summary,19000000,6/24/2011,215448997,Bad Teacher 
2407,Sea of Love,58571513,http://www.the-numbers.com/movie/Sea-of-Love#tab=summary,19000000,9/15/1989,58571513,Sea of Love 
2408,Just Married,56127162,http://www.the-numbers.com/movie/Just-Married#tab=summary,19000000,1/10/2003,101564935,Just Married 
2409,I Can Do Bad All By Myself,51733921,http://www.the-numbers.com/movie/I-Can-Do-Bad-All-By-Myself#tab=summary,19000000,9/11/2009,51733921,I Can Do Bad All by Myself 
2410,A Cinderella Story,51438175,http://www.the-numbers.com/movie/Cinderella-Story-A#tab=summary,19000000,7/16/2004,70164105,A Cinderella Story 
2411,The Shining,44017374,http://www.the-numbers.com/movie/Shining-The#tab=summary,19000000,5/23/1980,44414369,The Shining 
2412,Thirteen Ghosts,41867960,http://www.the-numbers.com/movie/Thirteen-Ghosts#tab=summary,19000000,10/26/2001,68467960,Thir13en Ghosts 
2413,House on Haunted Hill,40846082,http://www.the-numbers.com/movie/House-on-Haunted-Hill#tab=summary,19000000,10/29/1999,65090541,House on Haunted Hill 
2414,The Crazies,39123589,http://www.the-numbers.com/movie/Crazies-The#tab=summary,19000000,2/26/2010,56445534,The Crazies 
2417,Leap Year,25918920,http://www.the-numbers.com/movie/Leap-Year#tab=summary,19000000,1/8/2010,32618920,Leap Year 
2418,The Book Thief,21488481,http://www.the-numbers.com/movie/Book-Thief-The#tab=summary,19000000,11/8/2013,76086711,The Book Thief 
2419,"Gone, Baby, Gone",20300218,http://www.the-numbers.com/movie/Gone-Baby-Gone#tab=summary,19000000,10/19/2007,34352162,"Gone, Baby, Gone             "
